product_id,title,author,year,genre,subgenre,page,avg_rating,price,description,photo,stock
499,"Native Son","Richard Wright",1940,Classic,"Social Realism",512,4.1,13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,77
500,"Black Boy","Richard Wright",1945,Non-Fiction,Memoir,448,4.2,12.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,99
501,"The Outsider","Richard Wright",1953,Classic,Existentialism,448,3.8,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,69
502,"The Naked and the Dead","Norman Mailer",1948,Classic,War,736,3.9,15,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,40
503,"The Executioner's Song","Norman Mailer",1979,Fiction,"True Crime",1056,4,18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,78
504,"Armies of the Night","Norman Mailer",1968,Non-Fiction,"New Journalism",304,3.7,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,78
505,"On the Road","Jack Kerouac",1957,Classic,Beat,320,3.6,11.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,55
506,"The Dharma Bums","Jack Kerouac",1958,Classic,Beat,256,3.9,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,29
507,"Big Sur","Jack Kerouac",1962,Classic,Beat,256,3.8,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,63
508,"Naked Lunch","William S. Burroughs",1959,Classic,Beat,288,3.4,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,36
509,Junky,"William S. Burroughs",1953,Classic,Beat,176,3.7,10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,71
510,Howl,"Allen Ginsberg",1956,Classic,Poetry,80,4.4,9,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,56
511,"Breakfast at Tiffany's","Truman Capote",1958,Classic,Novella,176,3.9,10.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,58
512,"In Cold Blood","Truman Capote",1966,Non-Fiction,"True Crime",368,4.2,13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,23
513,"Other Voices Other Rooms","Truman Capote",1948,Classic,"Southern Gothic",256,3.8,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,20
514,"The Grass Harp","Truman Capote",1951,Classic,Fiction,192,3.9,10,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,24
515,"Rabbit Run","John Updike",1960,Classic,Contemporary,256,3.7,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,50
516,"Rabbit Redux","John Updike",1971,Classic,Contemporary,416,3.8,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,78
517,"Rabbit Is Rich","John Updike",1981,Classic,Contemporary,448,4,13,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,47
518,"Rabbit at Rest","John Updike",1990,Classic,Contemporary,512,4.1,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,83
519,"The Centaur","John Updike",1963,Classic,Mythology,240,3.9,11.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,84
520,Couples,"John Updike",1968,Classic,Fiction,480,3.6,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,68
521,"Goodbye Columbus","Philip Roth",1959,Classic,"Short Stories",320,3.9,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,79
522,"Portnoy's Complaint","Philip Roth",1969,Classic,Satire,288,3.7,11.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,90
523,"American Pastoral","Philip Roth",1997,Classic,Historical,432,3.9,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,24
524,"The Human Stain","Philip Roth",1997,Classic,Drama,384,4,13.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,22
525,"The Plot Against America","Philip Roth",2004,Fiction,"Alternate History",400,3.9,14.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,28
526,Herzog,"Saul Bellow",1964,Classic,Philosophical,352,3.8,12,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,64
527,"Henderson the Rain King","Saul Bellow",1959,Classic,Adventure,352,3.7,11.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,43
528,"The Adventures of Augie March","Saul Bellow",1953,Classic,Picaresque,608,3.7,14,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,15
529,"Humboldt's Gift","Saul Bellow",1975,Classic,Philosophical,496,3.8,13.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,27
530,"Seize the Day","Saul Bellow",1956,Classic,Novella,128,3.9,9,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,82
531,"The Assistant","Bernard Malamud",1957,Classic,Naturalism,256,4,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,45
532,"The Fixer","Bernard Malamud",1966,Classic,Historical,352,4.1,12.5,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,59
533,"The Natural","Bernard Malamud",1952,Classic,Sports,256,3.8,11,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,63
534,"Atlas Shrugged","Ayn Rand",1957,Fiction,Philosophical,1168,3.7,25,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,36
535,"The Fountainhead","Ayn Rand",1943,Fiction,Philosophical,720,3.9,18,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,70
536,Anthem,"Ayn Rand",1938,Fiction,Dystopian,112,3.6,8,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Aliquam iaculis neque nec sem convallis sagittis. Curabitur magna dui, ullamcorper eget posuere eu, pellentesque feugiat est. Ut volutpat tellus a orci mollis lobortis. Duis eu lectus accumsan, pulvinar turpis vel, sollicitudin urna. Praesent eget porta ex. Praesent nisi erat, tincidunt sed mi ac, lacinia vulputate arcu. Curabitur a purus finibus, volutpat velit fermentum, ornare erat. Aliquam sed malesuada erat, condimentum cursus purus. Curabitur lobortis tempor mauris vel vehicula. Nullam pellentesque lorem non justo porttitor, eu tempus magna sodales. Quisque suscipit massa in justo ullamcorper porttitor.",...,54
